product_id,product_name,category,category_id,order_id,customer_id,order_status,return_eligible,shipping_date
13056,sharp lc 40fg5341k 40 1080p full hd led smart tv with freeview hd,TVs,2614,1504,1331,Shipped,FALSE,2024-10-02 12:24:38
29842,bosch geschirrsp ler exclusiv supersilence unterbau edelstahl smu46ms03d,Dishwashers,2619,1176,1530,Delivered,TRUE,2024-10-02 12:24:38
36266,swan sr11040gn freestanding retro tall freezer 182 high a rated 230 litre green,Freezers,2621,2635,1495,Delivered,FALSE,2024-10-18 12:24:38
31274,washing machine,Washing Machines,2620,3192,807,Delivered,FALSE,2024-09-30 12:24:38
35188,liebherr gt 6122,Freezers,2621,1037,1714,Delivered,TRUE,2024-10-18 12:24:38
567,samsung galaxy s9 plus single sim 128 gb 6.2 inch android 8.0 oreo uk version sim free smartphone lilac purple,Mobile Phones,2612,1463,1416,Cancelled,FALSE,2024-10-09 12:24:38
30645,zanussi zwd71460nw washer dryer in white 1400rpm 7kg wash 4kg dry,Washing Machines,2620,2852,2299,Cancelled,FALSE,2024-10-11 12:24:38
37531,serie 4 kgd36vi30g 319 litre no frost fridge freezer,Fridge Freezers,2622,3202,1484,Cancelled,FALSE,2024-10-21 12:24:38
13766,loewe individual 46 selection full hd dr alu silver,TVs,2614,2306,1574,Pending,FALSE,2024-09-30 12:24:38
40235,hotpoint ffu3dgk 3 door frost free fridge freezer black,Fridge Freezers,2622,2482,1796,Cancelled,FALSE,2024-10-20 12:24:38
42915,aeg einbau k hl /gefrier kombination scb51821ls,Fridge Freezers,2622,2998,1841,Delivered,FALSE,2024-10-22 12:24:38
42165,hotpoint xal85t1iwwtd fridge freezer frost free 60cm 204 124ltrs white,Fridge Freezers,2622,3211,1581,Shipped,FALSE,2024-10-26 12:24:38
34951,315litre upright freezer no frost class a silver,Freezers,2621,3448,661,Shipped,FALSE,2024-10-15 12:24:38
45397,smeg fab5rpb retro mini bar fridge right hand hinge pastel blue,Fridges,2623,2977,1262,Shipped,FALSE,2024-10-21 12:24:38
36497,liebherr einbau gefrierschrank comfort dekorf hig eg 1624,Freezers,2621,1747,1061,Cancelled,FALSE,2024-10-06 12:24:38
41636,bosch kgn36nl30g nofrost fridge freezer,Fridge Freezers,2622,2107,1400,Pending,FALSE,2024-10-05 12:24:38
1964,doogee bl5000 5.5 inch fhd android 7.0 4g ram 4gb rom 64gb memeory phone,Mobile Phones,2612,2771,765,Delivered,TRUE,2024-10-21 12:24:38
2964,htc u12 life 64gb moonlight blue,Mobile Phones,2612,2257,1116,Shipped,FALSE,2024-10-22 12:24:38
26137,russell hobbs rhretmm705c solo microwave cream,Microwaves,2618,1062,1517,Delivered,FALSE,2024-10-12 12:24:38
844,doro phone 6050phone case 32mb gold/white,Mobile Phones,2612,3464,1757,Shipped,FALSE,2024-10-10 12:24:38
17421,hewlett packard enterprise intel xeon quad core e5540 2.53ghz fio kit 2.53ghz 8mb l2 processor,CPUs,2615,1997,1433,Pending,FALSE,2024-10-18 12:24:38
33977,gorenje w 8543 tb,Washing Machines,2620,2792,1486,Pending,FALSE,2024-10-04 12:24:38
25334,neff hlagd53n0b 38cm built in microwave with grill,Microwaves,2618,2409,2138,Pending,FALSE,2024-10-26 12:24:38
28611,neff geschirrsp ler gkv1400c,Dishwashers,2619,1168,1375,Delivered,TRUE,2024-10-18 12:24:38
30340,zwf91283w 9kg 1200 spin washing machine,Washing Machines,2620,3459,1873,Cancelled,FALSE,2024-10-05 12:24:38
22916,fujifilm x e3 digital camera with 15 45mm xc lens silver,Digital Cameras,2617,1951,637,Delivered,FALSE,2024-10-08 12:24:38
34332,avensys smeg ex dis wdi147s 60cm integrated washer dryer 7kg wash 4kg dry,Washing Machines,2620,3251,1228,Shipped,FALSE,2024-10-13 12:24:38
29215,bosch spu25cs03e,Dishwashers,2619,2479,1598,Shipped,FALSE,2024-10-29 12:24:38
37627,bosch kgn49xl30g serie 4 60/40 fridge freezer stainless steel,Fridge Freezers,2622,1702,2220,Delivered,FALSE,2024-10-26 12:24:38
33498,lg 10kg 1400 spin wifi washing machine in white f4j7jy2w with true steam 5 year guarantee by redemption,Washing Machines,2620,2250,1427,Cancelled,FALSE,2024-10-12 12:24:38
23018,leica cl vario kit 18 56mm,Digital Cameras,2617,2216,1199,Pending,FALSE,2024-10-01 12:24:38
41140,montpellier mab385c cream retro fridge freezer,Fridge Freezers,2622,2230,251,Shipped,FALSE,2024-10-25 12:24:38
2285,samsung galaxy y,Mobile Phones,2612,3229,1267,Cancelled,FALSE,2024-10-10 12:24:38
22123,sony a7 iii mirrorless camera black body only,Digital Cameras,2617,2475,1295,Pending,FALSE,2024-10-27 12:24:38
43067,smeg cf33sp fridge freezer,Fridge Freezers,2622,1796,1711,Delivered,TRUE,2024-10-24 12:24:38
34441,lg f4j5tn4ww 8kg 1400rpm washing machine white,Washing Machines,2620,2767,1992,Shipped,FALSE,2024-10-23 12:24:38
17339,hp intel xeon dp e5620 quad core 4 core 2.40 ghz processor upgrade,CPUs,2615,2768,1658,Shipped,FALSE,2024-10-04 12:24:38
47299,aeg skz71800f0 integrated fridge,Fridges,2623,2505,1172,Pending,FALSE,2024-10-04 12:24:38
31998,miele w1 twindos free standing washing machine in white,Washing Machines,2620,1532,1758,Delivered,FALSE,2024-10-12 12:24:38
47069,nordmende rul121nmwha fridge glass shelves,Fridges,2623,2097,720,Pending,FALSE,2024-10-14 12:24:38
40150,hoover hff195xwk frost free fridge freezer with water dispenser in stainless steel,Fridge Freezers,2622,1440,1368,Cancelled,FALSE,2024-10-08 12:24:38
2283,samsung galaxy s iii mini smartphone 3g 8 gb microsdhc slot gsm 4 800 x 480 pixels super amoled ram 1 gb 5 mp android pebble blue,Mobile Phones,2612,1832,1541,Cancelled,FALSE,2024-10-16 12:24:38
10509,samsung ue50nu7400/ue50nu7400,TVs,2614,2161,1146,Shipped,FALSE,2024-10-20 12:24:38
47266,electrolux erg3313aow 177.3 cm high integrated in column larder fridge,Fridges,2623,2602,2458,Cancelled,FALSE,2024-10-18 12:24:38
10706,samsung qe55q7fna,TVs,2614,1232,1028,Cancelled,FALSE,2024-10-09 12:24:38
14216,wof processor intel core i3 i3 8350k 4 x 4.0 ghz q,CPUs,2615,1507,517,Pending,FALSE,2024-10-27 12:24:38
28608,neff gk6601tn geschirrsp ler 45 cm intergrierbar s486t60s1e edelstahl,Dishwashers,2619,3254,2398,Delivered,TRUE,2024-10-16 12:24:38
1418,lg nexus 5x 32gb sim free mobile phone carbon black,Mobile Phones,2612,1985,1148,Delivered,TRUE,2024-10-25 12:24:38
24794,smeg linea sf4120mc intergrated,Microwaves,2618,1097,581,Shipped,FALSE,2024-09-30 12:24:38
3953,nokia e71 mobile phone sim free unlocked black,Mobile Phones,2612,1350,421,Pending,FALSE,2024-09-30 12:24:38
12973,101.6 cm 40 1920x1080p 350 cd/m 200hz pmr rms 2x 10w 802.1,TVs,2614,2965,1070,Cancelled,FALSE,2024-10-15 12:24:38
30150,bosch wiw28300gb integrated 8kg 1400 spin washing machine white a rated,Washing Machines,2620,3314,1978,Cancelled,FALSE,2024-10-14 12:24:38
39228,beko cfp1691dw 191x60cm frost free freestanding fridge freezer with non plumbed water dispenser whit,Fridge Freezers,2622,1120,620,Shipped,FALSE,2024-10-26 12:24:38
21589,canon eos 80d ef s 18 55 is stm,Digital Cameras,2617,3223,542,Delivered,FALSE,2024-10-06 12:24:38
31736,samsung ww70j5355fx,Washing Machines,2620,1213,1130,Shipped,FALSE,2024-10-01 12:24:38
44286,with all around cooling,Fridges,2623,1030,18,Cancelled,FALSE,2024-10-23 12:24:38
759,sony xperia xz2,Mobile Phones,2612,1422,1405,Shipped,FALSE,2024-10-14 12:24:38
38501,blomberg kfd4952xd frost free side by side fridge freezer,Fridge Freezers,2622,1042,176,Pending,FALSE,2024-10-28 12:24:38
26976,neff s586t60d0g 45cm fully integrated dishwasher 9 place settings a,Dishwashers,2619,3201,1101,Cancelled,FALSE,2024-10-25 12:24:38
14935,intel celeron g1850 dual core 2 core 2.90 ghz processor,CPUs,2615,1489,1060,Shipped,FALSE,2024-10-07 12:24:38
28973,siemens sn514s00ae geschirrsp ler integriert 60cm,Dishwashers,2619,1723,2186,Delivered,FALSE,2024-10-26 12:24:38
29353,siemens geschirrsp ler speedmatic unterbau wei incl. sockelblech sn336w03ie,Dishwashers,2619,2076,1946,Shipped,FALSE,2024-10-28 12:24:38
10645,panasonic tx 65fx700b 65 inch ultra hd 1600hz 4k hdr smart led tv with freeview play black 2018 model energy class a,TVs,2614,2997,409,Shipped,FALSE,2024-10-23 12:24:38
16142,hewlett packard enterprise intel xeon e5 2603 1.8ghz 10mb l3 processor,CPUs,2615,3014,2119,Cancelled,FALSE,2024-10-22 12:24:38
33951,hoover 1600 spin 9kg washing machine dxa69aw3,Washing Machines,2620,1127,1654,Delivered,TRUE,2024-10-03 12:24:38
28898,bosch sbv88tx36e geschirrsp ler vollintegrierbar mit varioschublade 60cm,Dishwashers,2619,3351,2421,Shipped,FALSE,2024-10-05 12:24:38
44160,smeg fab10rr 50s style red home bar fridge,Fridges,2623,1485,248,Shipped,FALSE,2024-10-19 12:24:38
41956,liebherr icun3314 comfort,Fridge Freezers,2622,3151,657,Pending,FALSE,2024-09-30 12:24:38
34168,bosch waschmaschine wat28391,Washing Machines,2620,3119,2290,Pending,FALSE,2024-10-20 12:24:38
43136,bosch kad99pi30 freistehend 510l a chrom,Fridge Freezers,2622,2880,173,Delivered,FALSE,2024-10-25 12:24:38
3579,nokia 515,Mobile Phones,2612,2362,70,Delivered,FALSE,2024-10-29 12:24:38
34611,aeg l6470afl a ws waschmaschine 1400upm 7kg,Washing Machines,2620,2059,2303,Shipped,FALSE,2024-09-29 12:24:38
1272,doro 1360 6.1 cm 2.4 240 x 320 pixels microsd transflash 8 m,Mobile Phones,2612,2693,180,Delivered,FALSE,2024-10-12 12:24:38
22352,sony cyber shot hx90 digital camera,Digital Cameras,2617,1898,1856,Shipped,FALSE,2024-10-16 12:24:38
37726,neff ki5862s30g built in fridge freezer 177x54sliding hinge 60 40 split,Fridge Freezers,2622,1787,861,Cancelled,FALSE,2024-10-27 12:24:38
31641,siemens wd14h422gb 7kg washer dryer,Washing Machines,2620,1109,874,Shipped,FALSE,2024-10-11 12:24:38
29470,siemens dishwasher 45cm freestanding dishwasher silver inox,Dishwashers,2619,2758,1360,Shipped,FALSE,2024-10-11 12:24:38
41806,matrix mfc501 54cm wide 50 50 integrated upright fridge freezer white,Fridge Freezers,2622,2316,1968,Delivered,TRUE,2024-10-29 12:24:38
35433,siemens gs36nvx3pg iq 300 60cm freestanding frost free freezer black steel,Freezers,2621,3401,110,Delivered,TRUE,2024-10-19 12:24:38
31668,washing machine,Washing Machines,2620,2915,215,Delivered,FALSE,2024-10-16 12:24:38
12385,panasonic 32 inch tx 32fs400b smart hd ready tv with hdr,TVs,2614,1025,1918,Delivered,TRUE,2024-10-11 12:24:38
10663,sony kd 43xf7073 43 ultra hd 4k hdr smart tv,TVs,2614,2138,932,Pending,FALSE,2024-10-11 12:24:38
28763,siemens geschirrsp ler sn636x00ce,Dishwashers,2619,1585,12,Cancelled,FALSE,2024-10-04 12:24:38
14277,intel core i5 8600 p i5 3 1 ghz skt 1151 coffee lake 9 mb box set bx80684i58600,CPUs,2615,2211,216,Cancelled,FALSE,2024-10-16 12:24:38
12877,electriq 50 4k ultra hd led android smart tv with freeview hd silver,TVs,2614,1601,654,Delivered,FALSE,2024-10-16 12:24:38
38155,samsung rs68n8670s9 silver side by side fridge freezer,Fridge Freezers,2622,2592,1188,Pending,FALSE,2024-10-15 12:24:38
32759,1400rpm washing machine 9kg load class a graphite,Washing Machines,2620,2413,1064,Shipped,FALSE,2024-10-04 12:24:38
16709,hp xeon dual core e3110 3.0ghz fio kit 3ghz 6mb l2 processor,CPUs,2615,1582,1168,Delivered,TRUE,2024-10-11 12:24:38
735,lg g6 32 gb schwarz,Mobile Phones,2612,1145,625,Delivered,FALSE,2024-10-14 12:24:38
10752,sony kd 75xf8596bu,TVs,2614,1367,2079,Cancelled,FALSE,2024-10-25 12:24:38
31009,bosch wan28108gb 8kg 1400 washing machine white,Washing Machines,2620,2699,1626,Cancelled,FALSE,2024-10-14 12:24:38
37121,liebherr gefriertruhe gtp 4656 20 eek a,Freezers,2621,2008,1156,Shipped,FALSE,2024-10-28 12:24:38
17169,hewlett packard enterprise amd opteron 6136 processor 2.4 ghz 12 mb l3,CPUs,2615,2929,1574,Delivered,TRUE,2024-10-18 12:24:38
22912,fujifilm x t100 mirrorless camera with fujinon xc 15 45 mm f/3.5 5.6 ois pz lens black,Digital Cameras,2617,1944,123,Shipped,FALSE,2024-10-11 12:24:38
43491,bosch kir41af30g 122cm integrated fridge white,Fridges,2623,1263,726,Shipped,FALSE,2024-10-18 12:24:38
23286,olympus om d e m5 mark ii camera black 16.1 mp m.zuiko 12 50 mm lens,Digital Cameras,2617,1364,1680,Delivered,TRUE,2024-10-08 12:24:38
32160,indesit innex bwe 91484x s washing machine silver,Washing Machines,2620,2048,502,Delivered,TRUE,2024-10-26 12:24:38
21867,nikon d7200 digital slr camera body 24.2 mp wi fi nfc 3.2 inch lcd screen,Digital Cameras,2617,2898,247,Shipped,FALSE,2024-10-24 12:24:38
46368,smeg fab5rgo refrigerator,Fridges,2623,1631,1917,Delivered,TRUE,2024-10-04 12:24:38
13764,3.6 inch hauppauge mytv player tv,TVs,2614,1255,775,Shipped,FALSE,2024-10-06 12:24:38
38320,liebherr ctp2921 55cm fridge freezer,Fridge Freezers,2622,2755,421,Delivered,FALSE,2024-10-27 12:24:38
27645,smeg di6fabbl 60cm 50s style built in 13 place dishwasher with flexiduo baskets black,Dishwashers,2619,1696,1145,Pending,FALSE,2024-10-28 12:24:38
47267,indesit si61s silver 175cm high tall larder,Fridges,2623,2345,2108,Pending,FALSE,2024-10-19 12:24:38
1916,blackberry z30,Mobile Phones,2612,1775,554,Cancelled,FALSE,2024-10-12 12:24:38
36433,siemens einbau gefrierschrank technik gu15da55 eek a,Freezers,2621,2158,622,Pending,FALSE,2024-10-15 12:24:38
27177,aeg fss62600p integrated 13 place dishwasher,Dishwashers,2619,2124,230,Pending,FALSE,2024-10-09 12:24:38
13097,bush led32287 32 inch hd ready smart tv with freeview play,TVs,2614,3165,533,Shipped,FALSE,2024-10-24 12:24:38
1489,doro 2424 easy clamshell mobile phone red/white,Mobile Phones,2612,1947,2300,Cancelled,FALSE,2024-09-29 12:24:38
31679,samsung ww80j6410cw washing machine,Washing Machines,2620,3195,1680,Pending,FALSE,2024-10-15 12:24:38
22097,sony dschx400v digital compact bridge camera with high quality lens electronic view finder 20.4 mp 50x optical high zoom wi fi nfc black,Digital Cameras,2617,2710,71,Shipped,FALSE,2024-09-29 12:24:38
252,samsung galaxy s8 plus 64gb black,Mobile Phones,2612,2703,2046,Delivered,FALSE,2024-10-28 12:24:38
27871,smeg 50 s retro style di6fabrd 13 place semi integrated dishwasher red door,Dishwashers,2619,1446,1859,Pending,FALSE,2024-10-04 12:24:38
31850,hotpoint ultima s line rd 966 jd washer dryer white,Washing Machines,2620,2073,930,Delivered,TRUE,2024-10-13 12:24:38
33566,gorenje w8543lr 1400rpm 8kg sensocare washing machine fire red,Washing Machines,2620,3073,2458,Cancelled,FALSE,2024-10-11 12:24:38
25727,daewoo kor6l6bdsl 20l 800w touch control microwave duo plate in silver,Microwaves,2618,1279,1353,Cancelled,FALSE,2024-10-08 12:24:38
44361,liebherr ik 2760,Fridges,2623,2268,1461,Delivered,TRUE,2024-10-18 12:24:38
3840,nokia 2730 classic mobile phone,Mobile Phones,2612,1871,1370,Cancelled,FALSE,2024-10-21 12:24:38
25881,belling fmr2080s 20l cream microwave,Microwaves,2618,1234,2338,Shipped,FALSE,2024-10-02 12:24:38
31923,hoover wdxoa596fn 1500rpm 9 6kg dynamic next washer dryer white,Washing Machines,2620,2818,15,Shipped,FALSE,2024-10-25 12:24:38
31330,integrated washer dryer,Washing Machines,2620,3397,581,Pending,FALSE,2024-10-19 12:24:38
40479,swan retro free standing fridge freezer in red,Fridge Freezers,2622,2007,2401,Pending,FALSE,2024-10-23 12:24:38
21529,sony ilce6000lb compact system camera with selp1650 lens kit fast auto focus 24.3 mp electronic view finder wi fi and nfc black,Digital Cameras,2617,1589,1312,Delivered,TRUE,2024-09-30 12:24:38
21622,fujifilm x100f silver,Digital Cameras,2617,2511,1090,Shipped,FALSE,2024-10-28 12:24:38
34467,aeg stand waschtrockner l7wb65684,Washing Machines,2620,3099,441,Pending,FALSE,2024-10-02 12:24:38
35075,beko uf584apw white under counter freezer,Freezers,2621,3233,1186,Pending,FALSE,2024-10-19 12:24:38
34458,siemens extraklasse waschmaschine iq500 wm14t691,Washing Machines,2620,2209,1414,Delivered,TRUE,2024-09-30 12:24:38
46271,hotpoint tful183xvwdh tall larder fridge,Fridges,2623,2199,1916,Pending,FALSE,2024-10-06 12:24:38
45457,caple rbl4 integrated built under larder fridge,Fridges,2623,3277,640,Pending,FALSE,2024-10-24 12:24:38
16553,hp intel xeon l5410 dl180g5 fio kit 2.33ghz 12mb l2 processor,CPUs,2615,1538,1753,Delivered,TRUE,2024-10-26 12:24:38
2391,ulefone power 5 dual sim,Mobile Phones,2612,2798,95,Delivered,FALSE,2024-10-03 12:24:38
37660,hisense rq560n4wc1 four door american fridge freezer with non plumbed water dispenser stainless steel look,Fridge Freezers,2622,3326,1786,Shipped,FALSE,2024-10-23 12:24:38
929,nokia 3 uk sim free smartphone white,Mobile Phones,2612,1554,144,Pending,FALSE,2024-10-01 12:24:38
3221,asus zenfone 4 pro zs551kl,Mobile Phones,2612,1170,2051,Shipped,FALSE,2024-10-10 12:24:38
43914,neff ki1212s30g built in fridge 87x54cm a crisp box sliding hinge,Fridges,2623,1205,605,Pending,FALSE,2024-10-04 12:24:38
21749,om d e m10 mark ii with 14 42mm lens silver,Digital Cameras,2617,3364,2039,Shipped,FALSE,2024-10-22 12:24:38
3604,huawei ascend p2,Mobile Phones,2612,1568,2125,Shipped,FALSE,2024-10-06 12:24:38
10541,samsung qe65q9fna 65 9 series flat qled tv,TVs,2614,2686,793,Shipped,FALSE,2024-10-21 12:24:38
13948,amd ryzen 5 cpu 2600 3.4 ghz pinnacle ridge sockel am4 boxed 3 9 19 mb box set yd2600bbafbox,CPUs,2615,2294,637,Shipped,FALSE,2024-10-06 12:24:38
46894,iceq 93 litre under counter glass door display fridge,Fridges,2623,2680,425,Pending,FALSE,2024-10-26 12:24:38
45686,bosch kil82af30 eingebaut 287l a wei,Fridges,2623,3410,2236,Pending,FALSE,2024-10-06 12:24:38
3292,bq aquaris u plus 16 gb sim free smartphone white/gold,Mobile Phones,2612,3105,1276,Pending,FALSE,2024-10-29 12:24:38
36140,aeg abb8121vnf 122x56cm in column cabinet freezer door on door,Freezers,2621,1438,342,Pending,FALSE,2024-10-15 12:24:38
4043,motorola motorizr z3 black mobile phone,Mobile Phones,2612,2271,2131,Pending,FALSE,2024-09-30 12:24:38
30492,hotpoint bhwm1292 integrated washing machine,Washing Machines,2620,3066,1437,Delivered,FALSE,2024-10-20 12:24:38
36364,iceking rz245ap2 225ltr 170cm tall static freezer,Freezers,2621,2093,1962,Pending,FALSE,2024-10-25 12:24:38
42355,bauknecht k hl /gefrierkombination kgie2184,Fridge Freezers,2622,2299,25,Cancelled,FALSE,2024-09-29 12:24:38
29495,neff integrated/built in s58t40x0gb,Dishwashers,2619,1681,1082,Shipped,FALSE,2024-10-02 12:24:38
44101,built in larder fridge,Fridges,2623,3132,22,Shipped,FALSE,2024-10-14 12:24:38
34203,hoover dhl 1672d3 nfc 7 kg 1600 spin washing machine white,Washing Machines,2620,1330,1264,Pending,FALSE,2024-10-14 12:24:38
43969,bosch kil22vs30g serie 4 built in single door fridges 88cm height with ice box white,Fridges,2623,1087,1040,Cancelled,FALSE,2024-10-25 12:24:38
31476,whirlpool fwg81496w 8kg fresh care steam washing machine 1400rpm white,Washing Machines,2620,2972,1118,Shipped,FALSE,2024-10-18 12:24:38
45516,smeg fab28qcs1 50s style colour stripe fridge,Fridges,2623,2935,577,Pending,FALSE,2024-10-10 12:24:38
30172,bosch wvg30462gb,Washing Machines,2620,2927,1145,Shipped,FALSE,2024-10-15 12:24:38
40458,lec tf55153w 55cm frost free fridge freezer,Fridge Freezers,2622,1204,1156,Pending,FALSE,2024-10-08 12:24:38
10113,samsung ue49nu8000 49 ultra hd certified hdr 1000 smart 4k tv,TVs,2614,3375,10,Delivered,TRUE,2024-10-26 12:24:38
14695,intel xeon e5 2699v4 2.2 ghz 22 core 44 threads 55 mb cache speicher fclga2011 v3 socket oem cm8066002022506,CPUs,2615,2009,2246,Delivered,FALSE,2024-10-19 12:24:38
43637,samsung rr39m7340sa/eu frost free fridge with non plumbed water dispenser in silver,Fridges,2623,1677,1607,Delivered,FALSE,2024-10-28 12:24:38
27042,whirlpool wic 3b19 uk built in dishwasher white,Dishwashers,2619,2978,1080,Cancelled,FALSE,2024-10-19 12:24:38
16926,amd a8 7600 kaveri quad core 3.1ghz socket fm2 65w processor radeon r7 series ad7600ybjabox,CPUs,2615,2655,1988,Delivered,TRUE,2024-09-29 12:24:38
2586,archos 50 saphir 4g 16gb rugged uk sim free smartphone black,Mobile Phones,2612,1291,928,Cancelled,FALSE,2024-10-14 12:24:38
29399,bosch sbv46gx00e,Dishwashers,2619,1565,1075,Cancelled,FALSE,2024-09-30 12:24:38
26785,neff s517t80d1g full size integrated dishwasher,Dishwashers,2619,2971,2208,Pending,FALSE,2024-10-23 12:24:38
16507,intel xeon e5 2609v2 2.5 ghz 4 cores 4 threads 10 mb cache lga2011 socket box,CPUs,2615,1210,1760,Delivered,TRUE,2024-10-24 12:24:38
25995,amica mikrowelle new platinum design emw 13180 e,Microwaves,2618,3373,464,Pending,FALSE,2024-10-28 12:24:38
46525,siemens ki41fad40 k lteger t einbau 122er nische,Fridges,2623,2373,569,Delivered,TRUE,2024-10-25 12:24:38
11129,lg 49sk8000plb 49 inch super uhd 4k hdr premium smart led tv with freeview play brilliant titan 2018 model,TVs,2614,2948,680,Cancelled,FALSE,2024-10-11 12:24:38
46203,gorenje tisch k hlschrank rb 6092 aw eek a,Fridges,2623,1977,1185,Shipped,FALSE,2024-10-14 12:24:38
22066,sony dsc rx0 ultra compact camera,Digital Cameras,2617,1095,1335,Cancelled,FALSE,2024-10-26 12:24:38
41978,samsung rs7567thcbc side by side fridge freezer,Fridge Freezers,2622,2526,777,Delivered,FALSE,2024-10-01 12:24:38
37208,liebherr gn 3023 21 comfort freistehend,Freezers,2621,2580,1434,Shipped,FALSE,2024-10-04 12:24:38
34905,bosch serie 6 gin31ae30g 56cm wide frost free integrated upright freezer white,Freezers,2621,2645,1601,Shipped,FALSE,2024-10-04 12:24:38
41542,aeg einbau k hl /gefrier kombination scb41811ls,Fridge Freezers,2622,2410,810,Delivered,TRUE,2024-10-06 12:24:38
23566,canon eos 77d d slr ef s 18 135mm f3.5/5.6 is stm 85 cashback,Digital Cameras,2617,1921,1084,Cancelled,FALSE,2024-10-05 12:24:38
43437,151litre integrated larder fridge class a auto defrost,Fridges,2623,1431,2446,Pending,FALSE,2024-10-02 12:24:38
34799,blomberg fnt4550 a frost free tall freezer,Freezers,2621,2423,995,Delivered,FALSE,2024-10-04 12:24:38
45608,liebherr kbpgb 4354 premium biofresh,Fridges,2623,1908,680,Delivered,TRUE,2024-10-11 12:24:38
45018,gorenje orb153rd,Fridges,2623,3432,1514,Delivered,TRUE,2024-10-16 12:24:38
26332,serie 2 sms24aw01g 60cm dishwasher,Dishwashers,2619,1466,1756,Pending,FALSE,2024-10-13 12:24:38
39643,hotpoint rfaa52k fridge freezer freestanding 1.74 meter high a plus black,Fridge Freezers,2622,3012,1475,Pending,FALSE,2024-10-03 12:24:38
34399,samsung quickdrive ww80m645opw smart 8 kg 1400 spin washing machine white,Washing Machines,2620,1625,1434,Pending,FALSE,2024-10-23 12:24:38
36943,liebherr gn2723 white nofrost freezer,Freezers,2621,1156,205,Pending,FALSE,2024-10-04 12:24:38
24546,hotpoint newstyle mwh 122.1 x built in microwave stainless steel,Microwaves,2618,2656,1213,Delivered,TRUE,2024-10-22 12:24:38
36721,bosch stand gefrierschrank exclusiv wei nofrost gsn33ew3v,Freezers,2621,3052,1656,Pending,FALSE,2024-10-14 12:24:38
17193,amd fx 4 4100 black edition 4 core 3.6ghz socket am3 8mb l3 cache orochi core retail boxed inc fan heatsink 95w processor,CPUs,2615,2888,1868,Pending,FALSE,2024-10-26 12:24:38
29707,bosch exclusiv made in germany supersilence geschirrsp ler 45 cm integrierbar edelstahl spi66ts00d,Dishwashers,2619,3117,880,Delivered,TRUE,2024-10-12 12:24:38
36136,hoover hbfup130k freezer,Freezers,2621,3168,2292,Shipped,FALSE,2024-10-07 12:24:38
36890,aeg a71101tsx0 freezer,Freezers,2621,1254,701,Delivered,TRUE,2024-10-07 12:24:38
25809,r344rd solo microwave with 25 litre capacity and 900w in red,Microwaves,2618,3275,457,Delivered,TRUE,2024-10-20 12:24:38
47044,smeg s7298cfd2p refrigerator,Fridges,2623,2671,193,Pending,FALSE,2024-10-21 12:24:38
38411,bosch kiv87vs30g built in fridge freezer 70/30 low frost sliding hinge,Fridge Freezers,2622,2616,481,Cancelled,FALSE,2024-10-27 12:24:38
30508,bosch serie 4 wan24108gb 8kg 1200rpm freestanding washing white,Washing Machines,2620,2169,2111,Delivered,TRUE,2024-10-26 12:24:38
21608,canon eos 2000d dslr camera and ef s 18 55 mm f/3.5 5.6 is ii lens black,Digital Cameras,2617,1679,1425,Cancelled,FALSE,2024-10-18 12:24:38
36111,white knight f170h 1.43m tall freestanding freezer,Freezers,2621,1943,578,Pending,FALSE,2024-10-14 12:24:38
46629,siemens einbau k hlautomat flachschanier technik ki22laf40 eek a,Fridges,2623,3384,1634,Shipped,FALSE,2024-10-28 12:24:38
12022,samsung 2018 qe85q900r 85 8k qled hdr smart tv,TVs,2614,1002,1904,Cancelled,FALSE,2024-10-20 12:24:38
37067,liebherr gefrierschrank comfort mit nofrost gnp 2613,Freezers,2621,2100,282,Shipped,FALSE,2024-10-02 12:24:38
43923,neff ki1212f30g built in larder fridge 87x54cm a crispbox fixed hinge,Fridges,2623,1244,1225,Cancelled,FALSE,2024-10-20 12:24:38
11462,philips 32hfl3011t 32 hd ready commercial led tv,TVs,2614,2704,663,Cancelled,FALSE,2024-10-06 12:24:38
40378,zanussi einbau k hlger t zbb 28441 sa a,Fridge Freezers,2622,2296,263,Delivered,TRUE,2024-10-23 12:24:38
16718,hp amd opteron quad core 2378 2.4ghz fio kit 2.4ghz 8mb l2 processor,CPUs,2615,2171,360,Pending,FALSE,2024-10-02 12:24:38
47285,beko bu 1152 hca unterbau k hlschrank mit 4,Fridges,2623,2151,2211,Cancelled,FALSE,2024-10-11 12:24:38
197,apple iphone 8 gold 4.7 256gb 4g unlocked sim free,Mobile Phones,2612,3076,266,Cancelled,FALSE,2024-10-14 12:24:38
16047,amd a6 6400k 3.9 ghz 4 cores 1 mb cache socket fm2 oem,CPUs,2615,2953,1878,Shipped,FALSE,2024-10-23 12:24:38
30107,caple di617,Dishwashers,2619,2354,2456,Cancelled,FALSE,2024-10-05 12:24:38
24163,sharp r272wm compact microwave oven in white 800w 20 litre,Microwaves,2618,3273,1748,Cancelled,FALSE,2024-10-15 12:24:38
29789,siemens sn636x01ae vollst ndig integrierbar,Dishwashers,2619,1327,644,Shipped,FALSE,2024-10-07 12:24:38
46866,blomberg som9650 tall larder fridge,Fridges,2623,2082,1994,Shipped,FALSE,2024-10-06 12:24:38
11219,sony kd43xf8577su 43 4k hdr smart android tv with freeviewhd youview,TVs,2614,2678,2305,Pending,FALSE,2024-10-22 12:24:38
